,Pers.No.,department,Gender Key,Marital Status Key,No.ch,Age of employee,age_class,Certificate
2054,AJEUJSCL,AE,Male,Marr.,2,39,30~40,Bachelor
2055,AJEUJACU,AE,Male,Marr.,1,29,25~30,Bachelor
2056,AJEUJAEI,AE,Male,Marr.,0,29,25~30,Bachelor
2057,AJEUJARS,AE,Male,Marr.,1,29,25~30,Bachelor
2058,AJEUJAUC,CC,Male,Marr.,1,30,30~40,Bachelor
2059,AJEUJALJ,CC,Male,Single,0,28,25~30,Bachelor
2060,AJELERQQ,CC,Male,Marr.,1,33,30~40,Master
2061,AJELESAI,CC,Male,Marr.,1,36,30~40,Bachelor
2062,AJELEIJE,AE,Male,Marr.,1,31,30~40,Bachelor
2063,AJELSJJA,CC,Female,Marr.,2,38,30~40,Master
2064,AJELICCU,AE,Male,Marr.,1,31,30~40,Bachelor
2065,AJELICSR,CC,Male,Single,0,28,25~30,Master
2066,AJELISAE,AE,Female,Marr.,0,30,30~40,Bachelor
2067,AJELIICQ,CC,Male,Marr.,1,32,30~40,Master
2068,AJELIUAL,AE,Female,Unknow,1,32,30~40,College
2069,AJELIASU,RBAC,Female,Marr.,0,33,30~40,Master
2070,AJELUCJU,AE,Male,Marr.,1,30,30~40,Bachelor
2071,AJELUSSU,AE,Female,Marr.,2,37,30~40,Bachelor
2072,AJELLERJ,AE,Male,Single,0,30,30~40,Master
2073,AJELLELU,AE,Female,Marr.,1,34,30~40,Bachelor
2074,AJELLEQI,AED,Male,Marr.,1,37,30~40,Master
2075,AJELLEJR,AE,Male,Marr.,0,30,30~40,Bachelor
2076,AJELLRSL,CM,Male,Marr.,1,31,30~40,Bachelor
2077,AJELLRIU,AE,Male,Marr.,1,31,30~40,Bachelor
2078,AJELQLSL,CM,Male,Marr.,2,32,30~40,Bachelor
2079,AJELQLUI,CC,Male,Marr.,1,32,30~40,Bachelor
2080,AJELQLLS,CC,Male,Marr.,0,29,25~30,Master
2081,AJELQLAE,CC,Male,Single,0,29,25~30,Master
2082,AJELQQRU,AE,Female,Marr.,1,31,30~40,Bachelor
2083,AJELAERQ,AE,Female,Marr.,0,31,30~40,Master
2084,AJELALRL,CC,Male,Single,0,29,25~30,Bachelor
2085,AJEQCEQA,CM,Male,Marr.,1,45,40~50,Bachelor
2086,AJEQCEJL,AE,Male,Marr.,1,35,30~40,College
2087,AJEQCSQI,AE,Male,Marr.,0,31,30~40,Bachelor
2088,AJEQCICJ,AE,Female,Single,0,27,25~30,Bachelor
2089,AJEQRSLS,CC,Female,Marr.,1,34,30~40,Master
2090,AJEQRSQR,CC,Female,Marr.,1,29,25~30,Bachelor
2091,AJEQRIEL,AE,Female,Single,0,26,25~30,Bachelor
2092,AJEQRIIS,AE,Female,Marr.,1,38,30~40,Bachelor
2093,AJEQRUUJ,CM,Female,Marr.,1,29,25~30,Master
2094,AJEQRULA,CC,Male,Marr.,0,29,25~30,Bachelor
2095,AJEQRUQQ,CC,Male,Marr.,1,38,30~40,Bachelor
2096,AJEQRUAL,AED,Female,Marr.,2,35,30~40,Master
2097,AJEQRUJU,RBAC,Female,Marr.,0,31,30~40,Bachelor
2098,AJEQIAQJ,CC,Male,Marr.,1,30,30~40,Master
2099,AJEQIAAA,AE,Male,Single,0,29,25~30,Bachelor
2100,AJEQUIES,AED,Male,Marr.,0,29,25~30,Bachelor
2101,AJEQUISE,AE,Male,Marr.,1,34,30~40,Bachelor
2102,AJEQUILA,AE,Male,Single,0,26,25~30,Bachelor
2103,AJEQUULU,CM,Male,Single,0,27,25~30,Master
2104,AJEQUUQI,CM,Male,Single,0,29,25~30,Master
2105,AJEQUUAS,CC,Male,Marr.,1,33,30~40,College
2106,AJEQUUJR,CM,Male,Marr.,0,29,25~30,Master
2107,AJEQULSL,AE,Male,Single,0,32,30~40,Master
2108,AJEQQLQC,2WP,Male,Marr.,2,34,30~40,College
2109,AJEQQQSR,AE,Female,Single,0,28,25~30,Master
2110,AJEQQQIE,CM,Female,Marr.,0,29,25~30,Master
2111,AJEQJUSI,AE,Male,Single,0,27,25~30,Master
2112,AJEQJULE,RBAC,Female,Marr.,1,34,30~40,Bachelor
2113,AJEQJLAQ,AE,Male,Single,0,25,25~30,Bachelor
2114,AJEACJLC,CC,Male,Single,0,30,30~40,Bachelor
2115,AJEARLRA,AE,Female,Marr.,2,39,30~40,Master
2116,AJEARLIL,CC,Female,Marr.,1,32,30~40,Master
2117,AJEASJQL,CM,Female,Marr.,0,29,25~30,Master
2118,AJEASJAU,GS,Male,Marr.,0,31,30~40,Master
2119,AJEAICQI,CC,Male,Marr.,2,34,30~40,Bachelor
2120,AJEAUISJ,AE,Female,Single,0,28,25~30,Master
2121,AJEAUILL,AE,Male,Single,0,29,25~30,Bachelor
2122,AJEAUULS,CC,Male,Single,0,29,25~30,Master
2123,AJEAUUQR,CM,Male,Single,0,30,30~40,Master
2124,AJEAUUJC,CM,Female,Single,0,29,25~30,Master
2125,AJEAACQC,CM,Male,Marr.,1,32,30~40,Bachelor
2126,AJEAAELJ,CC,Male,Marr.,1,39,30~40,Master
2127,AJEAAEQA,CC,Male,Single,0,30,30~40,Master
2128,AJEAARER,AE,Male,Marr.,1,32,30~40,Bachelor
2129,AJEAJLSC,GS,Male,Single,0,27,25~30,Bachelor
2130,AJEAJLIJ,CC,Male,Marr.,1,30,30~40,Master
2131,AJEJRRSI,CC,Male,Marr.,1,31,30~40,Master
2132,AJEJRRQC,AE,Male,Marr.,0,28,25~30,Bachelor
2133,AJEJRICS,CM,Male,Marr.,1,36,30~40,Bachelor
2134,AJEJRJEE,CC,Male,Marr.,1,35,30~40,Master
2135,AJEJRJRC,CC,Male,Marr.,0,30,30~40,Master
2136,AJEJSAJI,CC,Male,Single,0,32,30~40,Master
2137,AJEJICJC,AE,Female,Marr.,1,35,30~40,Master
2138,AJEJIEAJ,AE,Female,Single,0,27,25~30,Master
2139,AJEJIJSQ,CC,Male,Marr.,0,31,30~40,Master
2140,AJEJIJLI,CC,Male,Marr.,2,35,30~40,Master
2141,AJEJUERI,AE,Male,Marr.,1,37,30~40,Bachelor
2142,AJEJLCQC,AE,Male,Marr.,2,31,30~40,Bachelor
2143,AJEJACRS,AE,Male,Marr.,1,29,25~30,Bachelor
2144,AJEJACAQ,AE,Male,Single,0,29,25~30,Bachelor
2145,AJEJAEER,CM,Male,Marr.,1,29,25~30,Bachelor
2146,AJEJAERE,CC,Male,Single,0,28,25~30,Bachelor
2147,AJEJAEUA,AE,Male,Single,0,29,25~30,Bachelor
2148,AJEJAUUJ,CC,Male,Marr.,1,32,30~40,College
2149,AJRCCILQ,CC,Female,Marr.,1,32,30~40,Bachelor
2150,AJRCCUIL,CM,Male,Marr.,1,31,30~40,Master
2151,AJRCSAUL,CC,Male,Marr.,1,32,30~40,Master
2152,AJRCILLA,CC,Male,Marr.,2,36,30~40,Master
2153,AJRCILQQ,CM,Male,Marr.,0,32,30~40,Bachelor
2154,AJRCILJU,CM,Male,Single,0,35,30~40,Master
2155,AJRCIQSJ,CM,Male,Marr.,1,30,30~40,Bachelor
2156,AJRCIQUQ,AE,Male,Marr.,1,28,25~30,Bachelor
2157,AJRCIQLL,CM,Male,Marr.,1,31,30~40,Bachelor
2158,AJRCIAUU,CM,Male,Marr.,2,34,30~40,Bachelor
2159,AJRCQJRS,CC,Female,Single,0,31,30~40,Master
2160,AJRCACRE,AE,Male,Marr.,0,32,30~40,Bachelor
2161,AJRCAEEC,CM,Male,Marr.,3,37,30~40,Bachelor
2162,AJRCARRQ,AE,Female,Marr.,0,26,25~30,Master
2163,AJRCARSL,AE,Male,Marr.,1,32,30~40,Master
2164,AJRCAQJJ,CC,Female,Single,0,30,30~40,Bachelor
2165,AJRCAARI,CC,Male,Marr.,1,33,30~40,Master
2166,AJRCAAIR,CC,Male,Marr.,1,29,25~30,Master
2167,AJRCAALC,CM,Male,Single,0,36,30~40,Master
2168,AJRCAJCI,CC,Male,Marr.,0,38,30~40,Bachelor
2169,AJRCAJRR,AE,Male,Marr.,1,37,30~40,Bachelor
2170,AJRECLQJ,AE,Male,Marr.,1,31,30~40,Bachelor
2171,AJRECLAA,AE,Male,Marr.,1,34,30~40,College
2172,AJREIECS,CM,Female,Marr.,0,29,25~30,College
2173,AJREIEER,CM,Male,Marr.,1,31,30~40,Bachelor
2174,AJREQLSL,AE,Female,Single,0,27,25~30,Master
2175,AJREQQCQ,CC,Male,Single,0,26,25~30,Bachelor
2176,AJREQARS,CC,Male,Marr.,1,30,30~40,Bachelor
2177,AJREQASR,CC,Male,Marr.,1,30,30~40,Master
2178,AJREQAUC,AE,Female,Marr.,0,30,30~40,Bachelor
2179,AJREQALJ,AE,Female,Marr.,1,29,25~30,Bachelor
2180,AJREQAQA,CC,Male,Single,0,24,<25,Bachelor
2181,AJREQJCS,AE,Male,Single,0,31,30~40,Bachelor
2182,AJREAEUI,CM,Male,Marr.,1,44,40~50,Bachelor
2183,AJREAEQR,AE,Male,Single,0,31,30~40,Master
2184,AJREAEJC,AE,Male,Marr.,1,29,25~30,Bachelor
2185,AJRREILR,CC,Male,Marr.,1,37,30~40,Bachelor
2186,AJRREIQE,AE,Male,Marr.,1,34,30~40,Bachelor
2187,AJRREURS,AE,Male,Single,0,28,25~30,Master
2188,AJRREUSR,AE,Male,Marr.,0,29,25~30,Bachelor
2189,AJRREUIE,AE,Male,Marr.,1,34,30~40,Bachelor
2190,AJRREUJL,AE,Male,Marr.,0,29,25~30,Master
2191,AJRRELCS,AE,Male,Marr.,1,37,30~40,Bachelor
2192,AJRRELRE,CC,Male,Single,0,33,30~40,Master
2193,AJRRELAU,AE,Male,Single,0,28,25~30,Bachelor
2194,AJRRIAJQ,CC,Male,Marr.,0,28,25~30,Master
2195,AJRRIJES,PA,Female,Single,0,24,<25,Bachelor
2196,AJRRIJIC,CC,Male,Marr.,1,29,25~30,Master
2197,AJRRIJUJ,CM,Male,Marr.,1,31,30~40,Master
2198,AJRRIJLA,CC,Male,Marr.,1,32,30~40,Bachelor
2199,AJRRIJAL,AE,Male,Marr.,0,26,25~30,Bachelor
2200,AJRRUCCR,AE,Male,Marr.,1,32,30~40,Bachelor
2201,AJRRUCIA,AE,Male,Marr.,1,39,30~40,College
2202,AJRRQEUS,AE,Male,Marr.,0,32,30~40,Master
2203,AJRRQELR,CC,Female,Marr.,1,32,30~40,Master
2204,AJRRQRUE,CC,Male,Single,0,24,<25,Bachelor
2205,AJRSSLSL,AE,Male,Marr.,1,31,30~40,Bachelor
2206,AJRSSQEL,CC,Male,Single,0,28,25~30,Master
2207,AJRSSQJA,AE,Female,Marr.,0,28,25~30,Bachelor
2208,AJRSLQQQ,CC,Female,Marr.,1,37,30~40,Bachelor
2209,AJRSLQAL,AE,Female,Single,0,29,25~30,Master
2210,AJRSJQQI,CC,Male,Marr.,1,31,30~40,Bachelor
2211,AJRSJQJR,CC,Male,Marr.,1,31,30~40,Master
2212,AJRSJACJ,AE,Female,Marr.,1,31,30~40,College
2213,AJRIEJUA,AE,Male,Marr.,1,35,30~40,Bachelor
2214,AJRIEJJI,AE,Male,Single,0,28,25~30,Master
2215,AJRIRCCE,AE,Male,Single,0,24,<25,Bachelor
2216,AJRISRLC,AE,Male,Single,0,28,25~30,Master
2217,AJRISQEI,2WP,Male,Single,0,29,25~30,Master
2218,AJRISQQA,AE,Male,Single,0,36,30~40,Bachelor
2219,AJRISQAQ,AE,Male,Marr.,1,30,30~40,Master
2220,AJRISARE,AE,Male,Marr.,1,37,30~40,Bachelor
2221,AJRIUIUU,CC,Male,Marr.,1,40,40~50,College
2222,AJRIUIQS,AE,Female,Marr.,1,34,30~40,Master
2223,AJRIUIAR,AE,Male,Marr.,1,33,30~40,Bachelor
2224,AJRIUIJE,CC,Female,Single,0,32,30~40,Bachelor
2225,AJRIUURU,CC,Female,Marr.,1,31,30~40,Master
2226,AJRILUUE,AE,Female,Single,0,27,25~30,Master
2227,AJRIQLCS,CC,Female,Single,0,28,25~30,Master
2228,AJRIQQJR,AED,Male,Marr.,1,30,30~40,Master
2229,AJRUSSRJ,CC,Male,Single,0,27,25~30,Master
2230,AJRUSISL,PA,Male,Single,0,30,30~40,Bachelor
2231,AJRUSIIU,AE,Male,Marr.,1,30,30~40,Bachelor
2232,AJRUUICQ,AE,Male,Marr.,1,33,30~40,Bachelor
2233,AJRUUIRU,AE,Male,Marr.,0,31,30~40,Bachelor
2234,AJRUUIUR,AE,Male,Marr.,0,31,30~40,Bachelor
2235,AJRUUURR,AE,Male,Marr.,1,31,30~40,Bachelor
2236,AJRULUSC,CC,Male,Single,0,31,30~40,Bachelor
2237,AJRULULQ,AE,Male,Marr.,1,34,30~40,Bachelor
2238,AJRULUQL,AE,Male,Marr.,1,32,30~40,Bachelor
2239,AJRUQQAC,AE,Male,Single,0,29,25~30,Bachelor
2240,AJRUQACL,CC,Male,Marr.,1,37,30~40,Master
2241,AJRUARJJ,AE,Male,Single,0,30,30~40,Bachelor
2242,AJRUJQAA,AE,Male,Marr.,1,32,30~40,Bachelor
2243,AJRLREQQ,CP,Male,Marr.,1,35,30~40,Bachelor
2244,AJRLRRIA,PA,Male,Single,0,27,25~30,Master
2245,AJRLRJEL,AE,Male,Marr.,0,25,25~30,Bachelor
2246,AJRLRJRU,CC,Male,Single,0,29,25~30,Master
2247,AJRLIJQA,AE,Male,Marr.,1,42,40~50,College
2248,AJRLUCRE,AE,Male,Single,0,27,25~30,Bachelor
2249,AJRLUEUL,AE,Male,Marr.,2,32,30~40,Bachelor
2250,AJRLUEQI,CC,Male,Single,0,26,25~30,Bachelor
2251,AJRLUARI,AE,Male,Single,0,29,25~30,Bachelor
2252,AJRQCSLI,CC,Male,Marr.,0,29,25~30,Bachelor
2253,AJRQCSQS,PA,Male,Marr.,2,38,30~40,Master
2254,AJRQCQSA,AE,Female,Marr.,0,28,25~30,Bachelor
2255,AJRQCQIQ,CM,Female,Marr.,1,30,30~40,Bachelor
2256,AJRQCQUL,RBAC,Female,Marr.,1,31,30~40,Bachelor
2257,AJRQCQQI,AE,Female,Marr.,1,34,30~40,Bachelor
2258,AJRQCQAS,CC,Male,Marr.,2,34,30~40,College
2259,AJRQUSSR,RBAC,Male,Single,0,28,25~30,College
2260,AJRQUSIE,CM,Male,Marr.,1,32,30~40,Bachelor
2261,AJRQUIER,CC,Male,Marr.,1,32,30~40,Master
2262,AJRACUER,CC,Male,Single,0,24,<25,Bachelor
2263,AJRACQCJ,AE,Male,Marr.,1,32,30~40,Bachelor
2264,AJRACQRQ,CC,Male,Marr.,0,32,30~40,Master
2265,AJRACQSL,CI,Female,Single,0,33,30~40,Bachelor
2266,AJRACQAE,AE,Female,Marr.,1,34,30~40,Bachelor
2267,AJRACQJC,AE,Male,Single,0,28,25~30,Bachelor
2268,AJRARJCS,CC,Male,Marr.,1,34,30~40,Bachelor
2269,AJRARJRE,AE,Male,Marr.,1,37,30~40,College
2270,AJRARJSC,AE,Male,Marr.,0,38,30~40,College
2271,AJRARJUA,CM,Male,Marr.,2,34,30~40,Bachelor
2272,AJRARJLQ,CM,Male,Single,0,26,25~30,Master
2273,AJRAJUIC,AE,Male,Marr.,1,27,25~30,Bachelor
2274,AJRAJUUJ,AE,Male,Marr.,1,27,25~30,Bachelor
2275,AJRAJULA,AE,Female,Single,0,28,25~30,Bachelor
2276,AJRJSLRI,AE,Female,Marr.,2,41,40~50,Bachelor
2277,AJRJSLSS,AE,Male,Single,0,35,30~40,Bachelor
2278,AJSCLQSL,AE,Female,Marr.,1,45,40~50,Master
2279,AJSCLQUI,AE,Male,Unknow,1,45,40~50,Bachelor
2280,AJSCLQLS,PA,Male,Marr.,0,30,30~40,Bachelor
2281,AJSCLARU,CM,Male,Marr.,0,28,25~30,Bachelor
2282,AJSECEUE,AE,Female,Marr.,1,29,25~30,Bachelor
2283,AJSEICQQ,CC,Male,Single,0,27,25~30,Bachelor
2284,AJSELRRL,CC,Female,Single,0,27,25~30,Master
2285,AJSRERUL,CC,Male,Marr.,1,30,30~40,Master
2286,AJSRESSL,CC,Male,Marr.,1,33,30~40,Master
2287,AJSRLCIL,CC,Male,Marr.,1,30,30~40,College
2288,AJSRLCQS,CC,Male,Single,0,30,30~40,Master
2289,AJSRQQES,CC,Male,Marr.,2,33,30~40,College
2290,AJSRQQRR,CC,Female,Marr.,0,35,30~40,Bachelor
2291,AJSRQQSE,CC,Female,Marr.,1,31,30~40,Bachelor
2292,AJSRQQLA,AE,Male,Single,0,28,25~30,Bachelor
2293,AJSRJSIQ,AE,Male,Single,0,29,25~30,Bachelor
2294,AJSRJQJS,CC,Male,Single,0,24,<25,
2295,AJSSCAAJ,AE,Male,Marr.,0,26,25~30,Bachelor
2296,AJSSSCEC,GS,Male,Marr.,1,32,30~40,Master
2297,AJSSSAQQ,CC,Male,Marr.,1,31,30~40,Bachelor
2298,AJSSSJEE,CC,Male,Single,0,31,30~40,Bachelor
2299,AJSSSJRC,CC,Male,Single,0,32,30~40,Bachelor
2300,AJSSLLQA,CC,Female,Single,0,24,<25,College
2301,AJSICCRC,CC,Male,Marr.,2,41,40~50,College
2302,AJSICCIA,CC,Male,Marr.,1,36,30~40,Bachelor
2303,AJSIRISJ,CC,Male,Marr.,1,37,30~40,Master
2304,AJSIIJIU,GS,Male,Single,0,34,30~40,Master
2305,AJSUECEQ,CC,Male,Marr.,1,30,30~40,Master
2306,AJSUEQRE,CC,Male,Marr.,1,35,30~40,Master
2307,AJSUUSUS,CC,Male,Marr.,0,32,30~40,Bachelor
2308,AJSLCASQ,CP,Female,Marr.,2,36,30~40,College
2309,AJSLIELU,CP,Male,Marr.,0,30,30~40,Master
2310,AJSLIAUE,AE,Female,Marr.,1,38,30~40,Bachelor
2311,AJSLLEEA,CC,Male,Marr.,1,39,30~40,Master
2312,AJSLLESL,CC,Male,Single,0,23,<25,Bachelor
2313,AJSLQELR,CM,Male,Marr.,1,31,30~40,Bachelor
2314,AJSQCSUI,AE,Male,Marr.,0,31,30~40,Bachelor
2315,AJSQCSQR,CC,Male,Single,0,30,30~40,Bachelor
2316,AJSQIIER,RBAC,Male,Single,0,29,25~30,Bachelor
2317,AJSASJAS,CC,Male,Single,0,33,30~40,Master
2318,AJSAIEEL,CC,Male,Marr.,0,32,30~40,Bachelor
2319,AJSAAEER,CC,Male,Single,0,32,30~40,Master
2320,AJSAAUCI,CC,Male,Single,0,28,25~30,Master
2321,AJSJIQQU,CC,Male,Marr.,1,31,30~40,College
2322,AJSJUIEQ,CC,Male,Marr.,0,30,30~40,Master
2323,AJSJAUEE,AE,Male,Marr.,1,31,30~40,Bachelor
2324,AJSJJSJQ,AED,Male,Marr.,1,36,30~40,Master
2325,AJSJJQQC,CM,Male,Single,0,36,30~40,Master
2326,AJSJJQJA,AE,Female,Marr.,1,36,30~40,Bachelor
2327,AJICSUQA,AE,Male,Marr.,1,32,30~40,Bachelor
2328,AJICLAAC,CP,Male,Single,0,29,25~30,Bachelor
2329,AJIEEACJ,CC,Female,Single,0,36,30~40,Master
2330,AJIELQQJ,CC,Male,Single,0,26,25~30,Master
2331,AJIEQCIL,CC,Male,Single,0,27,25~30,Master
2332,AJIEQUAE,CC,Male,Marr.,1,30,30~40,Bachelor
2333,AJIRULAJ,GS,Male,Marr.,1,30,30~40,Bachelor
2334,AJIRULJA,AE,Male,Marr.,0,31,30~40,Bachelor
2335,AJIRUQUC,AE,Female,Single,0,25,25~30,Bachelor
2336,AJIRUQQA,PA,Male,Marr.,1,32,30~40,Master
2337,AJIRUAER,AE,Male,Marr.,1,30,30~40,Master
2338,AJIRUJJR,PA,Male,Single,0,30,30~40,Bachelor
2339,AJIRQJLS,AE,Male,Single,0,33,30~40,Bachelor
2340,AJIRJLRE,CC,Male,Single,0,28,25~30,Master
2341,AJISSACS,CC,Male,Marr.,1,32,30~40,Bachelor
2342,AJIUJUJJ,CC,Male,Single,0,25,25~30,Master
2343,AJIUJLLC,CC,Male,Single,0,29,25~30,Bachelor
2344,AJIUJLJQ,CC,Male,Marr.,0,27,25~30,Bachelor
2345,AJILCQSA,CC,Female,Single,0,29,25~30,Master
2346,AJILSELU,CC,Male,Single,0,30,30~40,Master
2347,AJILLSIC,CC,Male,Marr.,2,35,30~40,Master
2348,AJIQCISS,AE,Male,Marr.,0,29,25~30,Bachelor
2349,AJIQCUER,CC,Male,Marr.,1,28,25~30,Bachelor
2350,AJIQRCJS,CC,Male,Marr.,0,32,30~40,Bachelor
2351,AJIQQSJR,CC,Male,Marr.,0,28,25~30,Master
2352,AJIQJIUR,CC,Male,Marr.,0,28,25~30,Master
2353,AJIALREE,CC,Male,Single,0,31,30~40,Bachelor
2354,AJIAJRLS,CC,Male,Marr.,0,30,30~40,Bachelor
2355,AJIJJULI,CP,Male,Marr.,1,34,30~40,Master
2356,AJIJJLAC,CC,Male,Marr.,1,32,30~40,Bachelor
2357,AJIJJAUJ,CC,Male,Marr.,1,34,30~40,Doctor
